id,date_posted,district,okrug,lat,lon,total_area,living_area,kitchen_area,rooms,floor,total_floors,building_year,building_type,ceiling_height,has_balcony,renovation,metro_station,metro_line,metro_distance_min,metro_distance_type,to_center_km,price_rub,price_per_sqm,mortgage_rate_at_listing,seller_type
S005197,2024-01-23,Shcherbinka,NAO,55.49648,37.56589,42.4,27.8,11.0,1,1,5,2004,brick,2.7,True,cosmetic,Park Pobedy,Arbatsko-Pokrovskaya,108,transport,28.83,3709000,87500,18.5,agency
S005198,2022-04-22,Bogorodskoye,VAO,55.81441,37.7578,63.4,42.0,14.2,1,19,25,2014,monolith,2.7,False,cosmetic,Shchyolkovskaya,Arbatsko-Pokrovskaya,23,transport,10.89,10464000,164900,12.0,owner
S005199,2024-12-04,Tagansky,CAO,55.74772,37.65564,39.5,26.8,6.0,1,9,9,1962,khrushchev,2.7,False,no_renovation,Ploshchad Ilyicha,Kalininskaya,15,walk,2.29,11866000,300700,23.5,owner
S005200,2021-06-14,Moskvorechye-Saburovo,YuAO,55.66662,37.66444,78.2,45.9,12.3,3,11,17,1973,panel,2.7,True,euro,Kantemirovskaya,Zamoskvoretskaya,19,walk,10.08,13534000,173200,11.0,agency
S005201,2024-04-18,Shchapovskoye,TAO,55.37116,37.50033,52.8,34.9,11.8,1,8,25,1960,khrushchev,2.5,True,no_renovation,Frunzenskaya,Sokolnicheskaya,165,transport,43.23,2160000,40900,18.5,agency
S005202,2025-02-12,Moskvorechye-Saburovo,YuAO,55.66655,37.67363,47.0,30.9,11.1,1,5,5,2009,monolith,3.0,True,designer,Sportivnaya,Sokolnicheskaya,48,transport,10.26,10950000,232700,23.5,agency
S005203,2021-03-16,Kuntsevo,ZAO,55.71207,37.43704,53.0,30.7,7.4,1,7,17,2015,monolith,2.8,True,cosmetic,Kievskaya,Koltsevaya,42,transport,12.41,10342000,195200,6.75,agency
S005204,2021-04-28,Kosino-Ukhtomsky,VAO,55.70891,37.84039,72.8,44.9,8.5,2,3,5,1963,khrushchev,3.0,True,no_renovation,Universitet,Sokolnicheskaya,87,transport,14.63,6191000,85100,11.0,agency
S005205,2024-09-21,Marfino,SVAO,55.8543,37.58152,49.6,29.9,8.5,1,8,9,2007,modern_panel,3.0,True,no_renovation,Trubnaya,Lyublinsko-Dmitrovskaya,35,transport,11.43,7078000,142700,18.5,agency
S005206,2021-09-05,Mikhaylovo-Yartsevskoye,TAO,55.42071,37.23219,33.7,23.0,6.0,1,5,9,2003,modern_panel,2.7,True,cosmetic,Shchukinskaya,Tagansko-Krasnopresnenskaya,194,transport,44.37,1625000,48200,11.0,owner
S005207,2020-11-15,Voykovsky,SAO,55.80861,37.4903,52.9,33.4,6.0,1,5,5,1958,khrushchev,3.0,False,no_renovation,Shchukinskaya,Tagansko-Krasnopresnenskaya,37,transport,10.18,5298000,100200,6.75,agency
S005208,2026-03-20,Kievsky,TAO,55.37386,36.79236,66.1,38.1,10.2,2,16,17,2023,monolith,2.7,False,no_renovation,Belorusskaya,Koltsevaya,271,transport,67.08,3404000,51500,19.5,agency
S005209,2023-11-27,Levoberezhny,SAO,55.86668,37.46134,90.7,61.1,11.6,4,5,5,1953,stalin,3.5,True,euro,Rechnoy Vokzal,Zamoskvoretskaya,16,walk,16.02,28584000,315300,15.5,agency
S005210,2026-02-28,Troparyovo-Nikulino,ZAO,55.66664,37.44207,119.2,74.0,16.6,5,1,5,2016,modern_panel,2.5,False,cosmetic,Park Pobedy,Arbatsko-Pokrovskaya,42,transport,14.82,26613000,223200,19.5,agency
S005211,2024-04-10,Troparyovo-Nikulino,ZAO,55.66867,37.4361,76.5,43.9,13.8,3,4,5,2015,modern_panel,2.8,False,cosmetic,Elektrozavodskaya,Arbatsko-Pokrovskaya,86,transport,14.96,14958000,195400,18.5,owner
S005212,2023-11-11,Severnoye Tushino,SZAO,55.8513,37.45667,49.4,30.8,9.3,2,6,17,2010,modern_panel,2.7,True,euro,Rechnoy Vokzal,Zamoskvoretskaya,34,transport,14.92,9795000,198100,15.5,owner
S005213,2022-09-16,Orekhovo-Borisovo Yuzhnoye,YuAO,55.60981,37.68802,48.1,27.1,8.8,1,4,22,2009,monolith,2.5,True,no_renovation,Ploshchad Ilyicha,Kalininskaya,61,transport,16.57,6101000,126800,12.0,agency
S005214,2022-09-06,Zapadnoye Degunino,SAO,55.86778,37.52513,76.6,45.9,10.3,2,12,17,1972,panel,2.5,True,designer,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,46,transport,14.0,15113000,197300,12.0,owner
S005215,2025-10-16,Shchapovskoye,TAO,55.36564,37.5502,49.4,32.5,7.7,1,9,9,1970,khrushchev,3.0,True,cosmetic,Fili,Filyovskaya,173,transport,43.4,2500000,50700,19.5,owner
S005216,2021-01-19,Tverskoy,CAO,55.77374,37.61345,49.3,28.2,8.3,1,16,17,2011,monolith,2.8,True,euro,Sukharevskaya,Kaluzhsko-Rizhskaya,19,walk,2.25,24957000,505900,6.75,agency
S005217,2025-01-08,Yaroslavsky,SVAO,55.86034,37.71158,70.9,43.7,11.5,2,8,12,1959,khrushchev,2.8,True,no_renovation,Rizhskaya,Kaluzhsko-Rizhskaya,49,transport,13.12,8325000,117400,23.5,owner
S005218,2021-08-20,Biryulyovo Zapadnoye,YuAO,55.57465,37.65699,109.3,68.8,9.3,4,1,5,1940,stalin,3.5,True,no_renovation,Kantemirovskaya,Zamoskvoretskaya,27,transport,20.06,13020000,119100,11.0,agency
S005219,2024-10-05,Yuzhnoye Tushino,SZAO,55.84483,37.43486,64.1,44.7,8.2,1,9,17,2016,monolith,3.0,True,euro,Slavyansky Bulvar,Arbatsko-Pokrovskaya,58,transport,15.4,15369000,239600,23.5,agency
S005220,2021-07-21,Otradnoye,SVAO,55.8721,37.5938,65.1,41.4,9.5,1,10,12,2015,modern_panel,2.7,False,no_renovation,Chkalovskaya,Lyublinsko-Dmitrovskaya,52,transport,13.25,8073000,124000,11.0,agency
S005221,2025-12-09,Mosrentgen,NAO,55.60461,37.49292,72.7,41.1,12.2,2,13,17,1961,khrushchev,2.7,True,cosmetic,Troparyovo,Sokolnicheskaya,20,transport,18.44,9088000,125000,19.5,owner
S005222,2021-04-21,Rostokino,SVAO,55.85165,37.65675,50.9,30.6,7.1,1,7,12,2009,brick,3.0,True,euro,Ulitsa Podbelskogo,Sokolnicheskaya,30,transport,11.1,8718000,171200,11.0,agency
S005223,2025-04-04,Krasnopakhorskoye,TAO,55.46888,37.29683,74.9,41.9,11.0,2,8,12,1979,panel,2.7,True,euro,Yuzhnaya,Serpukhovsko-Timiryazevskaya,114,transport,37.66,5579000,74500,23.5,owner
S005224,2020-06-02,Sviblovo,SVAO,55.85622,37.65017,77.9,54.0,11.3,2,5,9,2016,modern_panel,2.8,True,euro,Rechnoy Vokzal,Zamoskvoretskaya,45,transport,11.52,11201000,143800,6.75,owner
S005225,2021-12-18,Alekseevsky,SVAO,55.82061,37.68947,71.5,47.7,7.0,2,4,17,1985,panel,2.8,True,cosmetic,VDNKh,Kaluzhsko-Rizhskaya,20,walk,8.57,12523000,175100,11.0,agency
S005226,2024-02-01,Perovo,VAO,55.7461,37.80101,69.5,47.8,7.3,1,8,12,2009,modern_panel,2.5,True,cosmetic,Perovo,Kalininskaya,4,walk,11.31,17362000,249800,18.5,agency
S005227,2021-05-11,Yuzhnoye Butovo,YuZAO,55.55093,37.5336,51.3,28.3,10.9,1,8,9,2023,modern_panel,2.5,False,euro,Taganskaya,Koltsevaya,97,transport,23.22,8521000,166100,11.0,agency
S005228,2023-07-19,Filimonkovskoye,NAO,55.57174,37.40337,40.7,22.8,12.6,1,4,5,2007,monolith,3.2,True,cosmetic,Kantemirovskaya,Zamoskvoretskaya,79,transport,24.42,4652000,114200,15.5,owner
S005229,2026-01-12,Voskresenskoye,NAO,55.56324,37.42075,60.6,34.1,8.9,2,6,17,2014,modern_panel,2.5,True,cosmetic,Okhotny Ryad,Sokolnicheskaya,100,transport,24.64,6096000,100600,19.5,agency
S005230,2024-10-26,Zamoskvorechye,CAO,55.75359,37.66717,56.2,39.3,10.0,1,5,5,1985,panel,2.7,True,cosmetic,Park Kultury,Koltsevaya,28,transport,2.9,19485000,346900,23.5,owner
S005231,2020-05-28,Zamoskvorechye,CAO,55.72366,37.63249,46.5,25.7,10.3,1,7,9,1970,khrushchev,2.8,True,cosmetic,Polyanka,Serpukhovsko-Timiryazevskaya,12,walk,3.44,13846000,297700,6.75,agency
S005232,2025-09-02,Yasenevo,YuZAO,55.61315,37.57254,67.6,46.3,13.4,2,13,17,2000,brick,2.7,True,cosmetic,Yasenevo,Kaluzhsko-Rizhskaya,4,walk,15.94,18828000,278400,19.5,agency
S005233,2025-02-18,Beskudnikovsky,SAO,55.85614,37.54626,73.7,42.0,9.1,2,18,22,2000,brick,2.5,False,designer,Rechnoy Vokzal,Zamoskvoretskaya,23,transport,12.29,18037000,244600,23.5,owner
S005234,2022-09-29,Moskovsky,NAO,55.60954,37.33714,66.0,37.7,10.0,2,16,17,1954,brick,3.0,False,no_renovation,Taganskaya,Koltsevaya,105,transport,23.96,6721000,101800,12.0,agency
S005235,2025-01-17,Shchukino,SZAO,55.81348,37.47096,77.9,46.8,12.1,3,1,17,1971,brick,2.5,True,no_renovation,Shchukinskaya,Tagansko-Krasnopresnenskaya,5,walk,11.47,25760000,330800,23.5,agency
S005236,2025-04-25,Golovinsky,SAO,55.86049,37.48812,47.5,27.0,12.9,1,8,9,1956,brick,3.0,True,cosmetic,Rechnoy Vokzal,Zamoskvoretskaya,23,transport,14.46,8675000,182600,23.5,agency
S005237,2020-11-16,Mikhaylovo-Yartsevskoye,TAO,55.41181,37.20007,35.2,22.3,8.9,1,14,17,2005,monolith,2.5,True,no_renovation,Sukharevskaya,Kaluzhsko-Rizhskaya,198,transport,46.33,1439000,40900,6.75,owner
S005238,2024-01-25,Kuntsevo,ZAO,55.73762,37.45513,108.6,67.3,13.3,5,2,5,1979,panel,3.0,True,euro,Studencheskaya,Filyovskaya,33,transport,10.53,28401000,261500,18.5,agency
S005239,2021-10-17,Cheryomushki,YuZAO,55.68617,37.56373,61.1,35.4,9.4,2,5,5,1976,panel,2.7,True,designer,Trubnaya,Lyublinsko-Dmitrovskaya,49,transport,8.34,17000000,278400,11.0,agency
S005240,2021-11-05,Troitsk,TAO,55.49047,37.30501,42.4,27.5,8.6,1,5,5,2007,monolith,3.0,False,cosmetic,Smolenskaya (AP),Arbatsko-Pokrovskaya,141,transport,35.37,2892000,68200,11.0,agency
S005241,2021-02-16,Moskvorechye-Saburovo,YuAO,55.65637,37.65319,77.4,53.0,7.7,2,4,5,1987,panel,2.7,True,cosmetic,Kakhovskaya,Bolshaya Koltsevaya,29,transport,11.03,9664000,124800,6.75,agency
S005242,2020-11-10,Preobrazhenskoye,VAO,55.80952,37.7177,61.9,40.6,7.0,2,3,5,1969,khrushchev,3.2,True,no_renovation,Preobrazhenskaya Ploshchad,Sokolnicheskaya,2,walk,8.66,9845000,158900,6.75,agency
S005243,2024-05-18,Ochakovo-Matveyevskoye,ZAO,55.68201,37.45912,94.0,51.8,14.3,3,6,17,2003,modern_panel,2.5,True,no_renovation,Yugo-Zapadnaya,Sokolnicheskaya,18,transport,12.9,21176000,225300,18.5,owner
S005244,2025-09-26,Tyoply Stan,YuZAO,55.63414,37.52127,64.3,40.0,12.1,2,5,5,1980,panel,3.0,True,euro,Tyoply Stan,Kaluzhsko-Rizhskaya,16,transport,14.71,15476000,240800,19.5,owner
S005245,2020-01-14,Losinoostrovsky,SVAO,55.85228,37.7137,57.4,37.0,10.1,1,3,5,1982,panel,2.7,False,euro,Shchukinskaya,Tagansko-Krasnopresnenskaya,73,transport,12.38,5865000,102100,8.5,owner
S005246,2021-12-16,Donskoy,YuAO,55.71681,37.62479,64.8,38.1,7.4,2,1,9,1995,brick,2.5,False,euro,Polyanka,Serpukhovsko-Timiryazevskaya,21,transport,4.13,17574000,271300,11.0,agency
S005247,2024-06-08,Beskudnikovsky,SAO,55.87737,37.54913,78.7,51.7,16.2,3,8,12,1961,khrushchev,2.7,True,cosmetic,Polezhaevskaya,Tagansko-Krasnopresnenskaya,45,transport,14.44,9939000,126200,18.5,owner
S005248,2020-05-11,Butyrsky,SVAO,55.82867,37.57266,32.8,22.0,11.3,1,1,12,2009,monolith,2.7,True,euro,Chekhovskaya,Serpukhovsko-Timiryazevskaya,27,transport,8.84,5504000,167800,6.75,owner
S005249,2021-03-30,Obruchevsky,YuZAO,55.662,37.54731,58.7,39.6,14.3,2,1,5,2011,monolith,2.7,True,cosmetic,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,19,transport,11.21,13834000,235500,6.75,agency
S005250,2024-10-25,Sosenskoye,NAO,55.54646,37.41467,83.7,56.4,11.7,3,3,5,1993,panel,2.8,True,euro,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,113,transport,26.44,11414000,136400,23.5,agency
S005251,2020-03-13,Novofyodorovskoye,TAO,55.33469,36.93427,68.0,37.6,8.0,2,19,25,2020,monolith,2.8,True,euro,Delovoy Tsentr,MCC,242,transport,63.55,3132000,46000,8.5,owner
S005252,2022-11-21,Severnoye Tushino,SZAO,55.86049,37.45724,57.9,32.9,7.9,1,1,9,1970,khrushchev,3.0,True,cosmetic,Elektrozavodskaya,Arbatsko-Pokrovskaya,82,transport,15.65,8109000,140100,10.0,agency
S005253,2024-11-17,Basmanny,CAO,55.75149,37.66331,71.4,43.6,7.1,3,5,5,1995,panel,2.7,True,cosmetic,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,32,transport,2.67,24619000,344900,23.5,agency
S005254,2024-01-03,Danilovsky,YuAO,55.70834,37.63046,79.4,45.9,10.0,3,7,12,1979,panel,3.0,True,no_renovation,Chekhovskaya,Serpukhovsko-Timiryazevskaya,31,transport,5.1,15977000,201200,18.5,owner
S005255,2023-03-15,Tagansky,CAO,55.7488,37.63304,35.5,22.5,8.3,1,21,25,1964,brick,2.8,False,no_renovation,Tulskaya,Serpukhovsko-Timiryazevskaya,25,transport,0.95,10006000,282000,10.0,owner
S005256,2020-04-18,Begovoy,SAO,55.79418,37.53976,61.4,36.9,14.0,1,8,9,1968,khrushchev,3.0,True,no_renovation,Sapyornoye Pole,Bolshaya Koltsevaya,9,walk,6.76,9240000,150500,6.75,agency
S005257,2022-11-13,Losinoostrovsky,SVAO,55.85772,37.73555,66.8,39.5,17.0,2,4,5,2021,monolith,3.0,True,euro,Polyanka,Serpukhovsko-Timiryazevskaya,69,transport,13.59,14949000,223900,10.0,agency
S005258,2025-12-28,Prospekt Vernadskogo,ZAO,55.66707,37.50747,87.7,52.5,15.9,3,7,9,1966,khrushchev,2.5,True,no_renovation,Pionerskaya,Filyovskaya,37,transport,11.98,19094000,217700,19.5,agency
S005259,2020-05-07,Khoroshyovo-Mnyovniki,SZAO,55.776,37.46291,102.7,65.0,19.5,4,10,22,1949,stalin,3.2,True,cosmetic,Shabolovskaya,Kaluzhsko-Rizhskaya,45,transport,10.18,19936000,194100,6.75,agency
S005260,2021-10-21,Voykovsky,SAO,55.81548,37.46658,45.6,31.1,8.7,2,6,22,2024,monolith,2.5,True,cosmetic,Voykovskaya,Zamoskvoretskaya,9,walk,11.83,10414000,228400,11.0,owner
S005261,2023-12-06,Severny,SVAO,55.92623,37.5574,65.9,42.6,10.2,3,5,9,2024,monolith,2.7,True,cosmetic,Park Kultury,Koltsevaya,92,transport,19.57,8611000,130700,15.5,agency
S005262,2021-10-16,Pokrovskoye-Streshnevo,SZAO,55.81311,37.44348,74.5,44.0,7.2,2,9,12,2017,monolith,2.7,True,no_renovation,Voykovskaya,Zamoskvoretskaya,36,walk,12.89,10846000,145600,11.0,owner
S005263,2023-02-21,Begovoy,SAO,55.78685,37.52497,63.0,35.8,12.3,1,3,5,2009,modern_panel,3.0,True,euro,Chistye Prudy,Sokolnicheskaya,30,transport,7.02,13860000,219900,10.0,agency
S005264,2023-04-09,Losinoostrovsky,SVAO,55.89145,37.71577,69.6,47.4,12.8,2,5,25,1984,panel,2.7,True,designer,Shosse Entuziastov,Kalininskaya,56,transport,16.41,11840000,170200,10.0,agency
S005265,2022-09-10,Begovoy,SAO,55.79351,37.5773,55.7,30.9,10.6,1,8,17,1969,panel,2.8,True,euro,Aleksandrovsky Sad,Filyovskaya,26,transport,5.18,11794000,211700,12.0,agency
S005266,2022-02-20,Chertanovo Tsentralnoye,YuAO,55.63918,37.60533,52.5,35.2,13.8,1,10,12,2012,modern_panel,2.8,False,cosmetic,Nagatinskaya,Serpukhovsko-Timiryazevskaya,30,transport,12.79,8047000,153400,22.5,agency
S005267,2026-04-28,Kievsky,TAO,55.40337,36.7144,89.3,60.3,12.8,3,15,22,2016,modern_panel,2.8,True,euro,Pionerskaya,Filyovskaya,247,transport,69.03,5937000,66500,19.5,owner
S005268,2020-09-28,Metrogorodok,VAO,55.79256,37.7416,99.8,65.3,14.8,4,4,5,2005,modern_panel,2.5,True,euro,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,48,transport,8.69,13260000,132800,6.75,owner
S005269,2023-05-28,Metrogorodok,VAO,55.83944,37.76634,81.2,55.3,12.4,3,3,25,1968,panel,2.7,True,cosmetic,Chkalovskaya,Lyublinsko-Dmitrovskaya,39,transport,13.16,11082000,136400,10.0,agency
S005270,2023-09-05,Chertanovo Severnoye,YuAO,55.64191,37.6082,84.9,52.7,15.1,3,7,9,1972,brick,3.0,True,euro,Kakhovskaya,Bolshaya Koltsevaya,17,transport,12.48,18588000,218900,15.5,agency
S005271,2021-10-09,Nagatinsky Zaton,YuAO,55.67514,37.72025,74.7,49.2,14.7,2,7,9,1990,panel,3.2,True,cosmetic,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,29,transport,10.75,12177000,163000,11.0,agency
S005272,2020-02-08,Yuzhnoye Butovo,YuZAO,55.54331,37.53719,85.0,59.2,9.7,3,4,5,1979,brick,2.8,True,euro,Sokolniki,Sokolnicheskaya,117,transport,24.0,10266000,120700,8.5,owner
S005273,2021-08-23,Novofyodorovskoye,TAO,55.34673,36.92398,70.4,40.7,13.4,3,6,22,1964,khrushchev,2.8,True,euro,Prospekt Mira,Koltsevaya,269,transport,63.02,3477000,49400,11.0,agency
S005274,2026-04-03,Otradnoye,SVAO,55.84399,37.58862,68.7,39.8,14.3,2,1,17,1961,brick,3.2,False,cosmetic,Sviblovo,Kaluzhsko-Rizhskaya,37,transport,10.22,11023000,160400,19.5,owner
S005275,2023-07-15,Rogovskoye,TAO,55.26773,37.01437,61.3,42.8,11.2,2,1,9,1976,brick,2.7,True,euro,Partizanskaya,Arbatsko-Pokrovskaya,297,transport,66.18,3819000,62300,15.5,owner
S005276,2025-01-12,Fili-Davydkovo,ZAO,55.73057,37.45433,54.6,33.8,9.2,2,4,9,2016,monolith,2.7,True,euro,Slavyansky Bulvar,Arbatsko-Pokrovskaya,13,walk,10.74,21771000,398900,23.5,owner
S005277,2024-04-17,Cheryomushki,YuZAO,55.65004,37.54316,95.7,63.2,15.1,5,3,9,1958,khrushchev,2.7,True,euro,Novye Cheryomushki,Kaluzhsko-Rizhskaya,6,walk,12.53,33655000,351600,18.5,agency
S005278,2026-01-24,Novokosino,VAO,55.75943,37.85019,99.1,67.8,15.6,4,7,12,2018,monolith,2.8,True,euro,Profsoyuznaya,Kaluzhsko-Rizhskaya,85,transport,14.37,20840000,210400,19.5,agency
S005279,2020-12-15,Dorogomilovo,ZAO,55.73851,37.54209,60.7,34.9,6.2,2,9,9,1976,brick,2.7,False,cosmetic,Chistye Prudy,Sokolnicheskaya,26,transport,5.21,17010000,280300,6.75,agency
S005280,2024-10-29,Bibirevo,SVAO,55.88122,37.59787,73.9,51.2,12.6,2,4,12,1971,khrushchev,2.5,True,cosmetic,Belorusskaya,Koltsevaya,56,transport,14.23,8368000,113300,23.5,agency
S005281,2021-12-29,Ostankinsky,SVAO,55.83903,37.63359,75.0,41.9,13.0,2,6,9,1994,panel,3.0,True,cosmetic,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,17,transport,9.5,14430000,192300,11.0,agency
S005282,2022-09-26,Pervomayskoye,TAO,55.44713,37.09093,42.3,27.9,11.8,2,8,17,1978,brick,2.8,False,cosmetic,Lubyanka,Sokolnicheskaya,198,transport,47.66,2123000,50200,12.0,owner
S005283,2024-11-01,Kotlovka,YuZAO,55.6518,37.60016,65.6,36.7,11.8,2,15,22,1990,panel,3.2,True,euro,Tretyakovskaya,Kalininskaya,36,transport,11.43,18192000,277100,23.5,owner
S005284,2026-01-29,Nagorny,YuAO,55.66943,37.62217,72.5,49.3,11.3,2,6,9,1950,brick,2.7,True,euro,Nagornaya,Serpukhovsko-Timiryazevskaya,7,walk,9.39,21789000,300700,19.5,owner
S005285,2023-02-02,Novofyodorovskoye,TAO,55.32266,36.93883,48.1,32.9,10.8,1,4,9,1974,panel,2.5,True,euro,Elektrozavodskaya,Arbatsko-Pokrovskaya,282,transport,64.35,2249000,46800,10.0,agency
S005286,2021-04-16,Dorogomilovo,ZAO,55.7282,37.53128,105.1,65.5,18.4,4,12,17,2011,monolith,3.2,True,euro,Delovoy Tsentr,MCC,19,walk,6.29,46334000,440800,11.0,owner
S005287,2025-12-13,Ivanovskoye,VAO,55.75364,37.84235,49.6,28.8,10.0,1,3,22,1977,brick,2.7,True,euro,Novogireyevo,Kalininskaya,26,walk,13.86,9402000,189700,19.5,agency
S005288,2021-10-22,Altufyevsky,SVAO,55.88385,37.58652,43.7,26.5,9.8,1,3,5,1978,brick,2.8,True,designer,Shchyolkovskaya,Arbatsko-Pokrovskaya,68,transport,14.61,8399000,192000,11.0,agency
S005289,2023-04-09,Chertanovo Yuzhnoye,YuAO,55.60873,37.62601,44.5,29.1,6.0,1,5,9,1956,stalin,3.0,True,cosmetic,Yuzhnaya,Serpukhovsko-Timiryazevskaya,17,walk,16.15,10524000,236700,10.0,owner
S005290,2021-09-03,Troitsk,TAO,55.46783,37.30932,72.5,40.1,8.2,2,3,5,2021,modern_panel,2.7,False,euro,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,163,transport,37.34,5654000,78000,11.0,agency
S005291,2021-11-02,Pervomayskoye,TAO,55.4759,37.10607,86.7,50.0,11.7,3,8,9,1978,brick,2.8,True,no_renovation,Studencheskaya,Filyovskaya,180,transport,44.73,4844000,55900,11.0,agency
S005292,2021-01-18,Vnukovskoye,NAO,55.65353,37.3372,33.5,19.5,11.3,1,16,17,2024,modern_panel,3.0,False,no_renovation,Delovoy Tsentr,MCC,80,transport,20.98,3063000,91400,6.75,agency
S005293,2024-02-04,Kosino-Ukhtomsky,VAO,55.69627,37.8537,71.2,40.7,7.7,2,4,5,2021,monolith,2.7,True,no_renovation,Borovitskaya,Serpukhovsko-Timiryazevskaya,65,transport,15.93,10646000,149400,18.5,agency
S005294,2020-06-01,Nagatino-Sadovniki,YuAO,55.6795,37.66857,46.9,32.8,13.3,1,2,12,2000,monolith,2.7,True,cosmetic,Studencheskaya,Filyovskaya,47,transport,8.8,7344000,156700,6.75,owner
S005295,2023-08-01,Ivanovskoye,VAO,55.76632,37.82299,59.8,36.0,10.4,1,7,25,1951,stalin,3.0,True,cosmetic,Sapyornoye Pole,Bolshaya Koltsevaya,76,transport,12.72,11824000,197600,15.5,agency
S005296,2021-09-25,Severnoye Butovo,YuZAO,55.58721,37.56873,54.6,36.9,9.9,1,1,5,2019,modern_panel,2.8,True,no_renovation,Nagornaya,Serpukhovsko-Timiryazevskaya,43,transport,18.82,6179000,113100,11.0,agency
S005297,2024-06-04,Pervomayskoye,TAO,55.4549,37.0722,41.3,25.3,8.6,1,2,5,2017,modern_panel,2.5,True,euro,Novye Cheryomushki,Kaluzhsko-Rizhskaya,161,transport,47.88,2640000,63900,18.5,owner
S005298,2025-03-14,Golovinsky,SAO,55.8589,37.48155,63.0,42.2,15.2,2,22,22,1967,khrushchev,2.7,True,euro,Rechnoy Vokzal,Zamoskvoretskaya,19,transport,14.56,10991000,174400,23.5,owner
S005299,2024-06-10,Kosino-Ukhtomsky,VAO,55.7156,37.86742,90.4,63.0,13.4,4,1,5,2003,modern_panel,2.8,True,euro,Prospekt Mira,Koltsevaya,66,transport,16.02,14260000,157700,18.5,agency
S005300,2020-10-07,Novokosino,VAO,55.75467,37.86598,58.2,39.4,7.6,1,3,5,2000,brick,2.5,True,cosmetic,Ulitsa Podbelskogo,Sokolnicheskaya,54,transport,15.34,5772000,99100,6.75,owner
S005301,2025-10-28,Novokosino,VAO,55.73069,37.87913,84.0,56.0,9.2,3,6,9,2017,modern_panel,2.8,True,cosmetic,Sokolniki,Sokolnicheskaya,54,transport,16.37,11444000,136200,19.5,owner
S005302,2024-03-23,Khoroshyovo-Mnyovniki,SZAO,55.78007,37.51204,70.0,39.5,6.0,2,5,9,2002,monolith,2.7,True,cosmetic,Chekhovskaya,Serpukhovsko-Timiryazevskaya,36,transport,7.4,18897000,270200,18.5,agency
S005303,2022-09-05,Babushkinsky,SVAO,55.86349,37.67651,69.4,46.0,9.8,2,13,17,1989,brick,2.7,True,designer,VDNKh,Kaluzhsko-Rizhskaya,26,transport,12.67,15906000,229100,12.0,agency
S005304,2025-10-23,Bibirevo,SVAO,55.86578,37.63748,71.6,44.4,9.7,1,13,17,2010,brick,3.2,True,euro,Sapyornoye Pole,Bolshaya Koltsevaya,52,transport,12.48,13684000,191200,19.5,agency
S005305,2022-08-16,Kievsky,TAO,55.40408,36.76631,72.7,43.6,15.7,2,2,17,2018,modern_panel,2.7,False,cosmetic,Teatralnaya,Zamoskvoretskaya,274,transport,66.31,3483000,47900,12.0,agency
S005306,2020-09-14,Zelenograd,ZelAO,55.96728,37.21052,64.5,39.4,13.1,2,8,17,2006,monolith,2.5,True,euro,Dinamo,Zamoskvoretskaya,131,transport,34.91,5344000,82900,6.75,agency
S005307,2022-08-24,Akademichesky,YuZAO,55.70319,37.58193,41.5,26.8,6.0,1,14,17,2014,modern_panel,2.7,True,designer,Vystavochnaya,Filyovskaya,34,transport,6.14,12405000,299200,12.0,agency
S005308,2023-12-15,Lianozovo,SVAO,55.90256,37.57712,62.4,38.1,13.5,2,1,17,1966,khrushchev,2.7,True,no_renovation,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,68,transport,16.75,6336000,101600,15.5,agency
S005309,2023-09-24,Mozhaysky,ZAO,55.73491,37.38572,57.4,39.1,6.2,1,8,9,2012,modern_panel,2.7,True,designer,Molodyozhnaya,Arbatsko-Pokrovskaya,24,transport,14.86,17101000,297800,15.5,agency
S005310,2022-07-21,Tyoply Stan,YuZAO,55.62298,37.50239,68.3,42.5,6.0,2,13,22,2007,modern_panel,3.2,True,no_renovation,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,41,transport,16.34,9940000,145500,12.0,owner
S005311,2022-12-11,Zyablikovo,YuAO,55.62889,37.73485,57.8,35.3,17.2,2,3,5,1938,stalin,3.0,True,no_renovation,Polezhaevskaya,Tagansko-Krasnopresnenskaya,100,transport,15.63,7513000,130000,10.0,owner
S005312,2022-02-26,Sokol,SAO,55.79594,37.49339,83.4,46.5,12.8,3,3,17,2015,monolith,2.5,False,no_renovation,Begovaya,Tagansko-Krasnopresnenskaya,21,transport,9.24,17578000,210700,22.5,agency
S005313,2023-06-08,Altufyevsky,SVAO,55.91169,37.5989,47.8,32.8,7.9,1,4,9,2013,modern_panel,3.0,True,cosmetic,Aleksandrovsky Sad,Filyovskaya,63,transport,17.6,6365000,133200,10.0,agency
S005314,2021-11-20,Sviblovo,SVAO,55.84465,37.66034,112.9,64.7,12.5,5,6,9,1977,panel,2.5,True,designer,Sviblovo,Kaluzhsko-Rizhskaya,10,walk,10.39,27657000,244900,11.0,agency
